"track_n","line","lyric","track_title","clean_track_title"
22,16,"I wish I could give you this feeling","Back to Basics (Ft. Common)","back to basics"
22,17,"And when the Workout Plan ain't work out, man","Back to Basics (Ft. Common)","back to basics"
22,18,"Me and Common is back on the corners again","Back to Basics (Ft. Common)","back to basics"
22,19,"On the corner","Back to Basics (Ft. Common)","back to basics"
22,20,"Uh, yeah, uh, yeah, uh-uh, uh-uh","Back to Basics (Ft. Common)","back to basics"
22,21,"I open my eyes, the corner is like African tribes","Back to Basics (Ft. Common)","back to basics"
22,22,"The black is subsidized, the black enterprise, the passion arise","Back to Basics (Ft. Common)","back to basics"
22,23,"The youth fantasize, who got some cash in they eyes","Back to Basics (Ft. Common)","back to basics"
22,24,"If youth dies, mamas askin' rationalize","Back to Basics (Ft. Common)","back to basics"
22,25,"Tryna build a spot where ghetto bastards could rise","Back to Basics (Ft. Common)","back to basics"
22,26,"The ghetto has been bastardized by those that capitalize","Back to Basics (Ft. Common)","back to basics"
22,27,"Wonder if it's a plan that the master devised","Back to Basics (Ft. Common)","back to basics"
22,28,"To bring his people to a land where the blacks are despised?","Back to Basics (Ft. Common)","back to basics"
22,29,"On the corner","Back to Basics (Ft. Common)","back to basics"
23,1,"(""Breaking up"") We can make it better(""Breaking up"") We can make it better(""Breaking up"") We can make it better(""Make It Up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,2,"Somebody told me Delta's brown-skinned, AKA's light-skinned","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,3,"And they supposed to be bougie, so they got white friends","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,4,"First day of school, I'ma take you sight seein'","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,5,"Show you what we do on weekends for excitement","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,6,"She said, ""I know what you about to say, like your hype man""Last year a nigga hit her, and now she only date white men","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,7,"And if a nigga even wave at her, it's frightenin', but","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,8,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,9,"(""Breaking up"") We can make it better","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,10,"(Better we can make it on up, we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,11,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,12,"(""Breaking up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,13,"The night fallin' over Brooklyn where they murder for change","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,14,"The converter remains faithful to the drug dealer priestess","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,15,"He in search of the word of fame, you heard of the name","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,16,"Kweli the truth like I'm comin' out the mouths of babes","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,17,"One foot in and one foot out the grave, niggas want they reparations, how you calculate the amount to be paid?","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,18,"You try to imagine America without the slaves (The slaves)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,19,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,20,"(""Breaking up"") We can make it better","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,21,"(Better we can make it on up, we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,22,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,23,"(""Breaking up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,24,"Good looks, Ye! Her tenement, yo, is rat infested","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,25,"Her heart is like a gold bullion because she went and protested","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,26,"'Cause her best friend's man got popped","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,27,"He was sixteen years old, the cop thought his phone was a Glock","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,28,"In the hood is an everyday happenin'","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,29,"In front of the precinct, she chews out the captain","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,30,"She yells out, ""Why y'all do this to black men?"" C'mon","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,31,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,32,"(""Breaking up"") We can make it better","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,33,"(Better we can make it on up, we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,34,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,35,"(""Breaking up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,36,"I think of eighty-seven ways to make better days","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,37,"Whether crime or rhyme, I heard the rebel pays","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,38,"On the scene, tryin' to get green like everglades","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,39,"The music, ridin' it good like Escalades","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,40,"In the ghetto infested by shade and drama","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,41,"And niggas wit' thangs ain't afraid of karma","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,42,"I'm thinkin' big like Lil Wayne and Tha Carters's that-","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,43,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,44,"(""Breaking up"") We can make it better","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,45,"(Better we can make it on up, we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,46,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,47,"(""Breaking up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,48,"C'mon, look","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,49,"Tell people the truth, but never give 'em your true thoughts","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,50,"Terrorism on blacks, they poison our Newports","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,51,"Patriot Act in effect, make it hard to breathe now","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,52,"Johnnie Cochran dead, who gonna get us ""Us free"" now?","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,53,"Clinton ain't in office, who gon' give us shit free now?","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,54,"Who gon' make it better for the thugs in the penal?","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,55,"Who gon' make it good for old folks that's senile?","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,56,"Oh, it's G.O.O.D. Music, yeah, dawg, I see now","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,57,"We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,58,"(""Breaking up"") We can make it better","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,59,"(Better we can make it on up, we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,60,"(""Breaking up"") We can make it better (better we can)","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
23,61,"(""Breaking up"") We can make it","We Can Make It Better (Ft. Common, Q-Tip, Rhymefest & Talib Kweli)","we can make it better"
1,2,"You might think you've peeped the scene","Dark Fantasy","dark fantasy"
1,3,"You haven't; the real one's far too mean","Dark Fantasy","dark fantasy"
1,4,"The watered down one, the one you know","Dark Fantasy","dark fantasy"
1,5,"Was made up centuries ago","Dark Fantasy","dark fantasy"
1,6,"They made it sound all wack and corny","Dark Fantasy","dark fantasy"
1,7,"Yes, it's awful—blasted-boring","Dark Fantasy","dark fantasy"
1,8,"Twisted fictions, sick addiction","Dark Fantasy","dark fantasy"
1,9,"Well, gather 'round, children; zip it; listen","Dark Fantasy","dark fantasy"
1,10,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,11,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,12,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,13,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,14,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,15,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,16,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,17,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,18,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,19,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,20,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,21,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,22,"Yeah, yeah, yeah, yeah","Dark Fantasy","dark fantasy"
1,23,"I fantasized 'bout this back in Chicago","Dark Fantasy","dark fantasy"
1,24,"Mercy, mercy me, that Murcielago","Dark Fantasy","dark fantasy"
1,25,"That's me, the first year that I blow","Dark Fantasy","dark fantasy"
1,26,"How you say broke in Spanish? Me no hablo","Dark Fantasy","dark fantasy"
1,27,"Me drown sorrow in that Diablo","Dark Fantasy","dark fantasy"
1,28,"Me found bravery in my bravado","Dark Fantasy","dark fantasy"
1,29,"DJs need to listen to the models","Dark Fantasy","dark fantasy"
1,30,"""You ain't got no fuckin' Yeezy in your Serato?""You ain't got no Yeezy, nigga?","Dark Fantasy","dark fantasy"
1,31,"Stupid, but what the hell do I know?","Dark Fantasy","dark fantasy"
1,32,"I'm just a Chi-town nigga with a Nas flow","Dark Fantasy","dark fantasy"
1,33,"And my chick in that new Phoebe Philo","Dark Fantasy","dark fantasy"
1,34,"So much head, I woke up to Sleepy Hollow","Dark Fantasy","dark fantasy"
1,35,"Can we get much higher?","Dark Fantasy","dark fantasy"
1,36,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,37,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,38,"Look like a fat booty Celine Dion","Dark Fantasy","dark fantasy"
1,39,"Sex is on fire, I'm the King of Leon-a Lewis","Dark Fantasy","dark fantasy"
1,40,"Beyond the truest, hey, teacher, teacher","Dark Fantasy","dark fantasy"
1,41,"Tell me how do you respond to students?","Dark Fantasy","dark fantasy"
1,42,"And refresh the page and restart the memory?","Dark Fantasy","dark fantasy"
1,43,"Re-spark the soul and rebuild the energy?","Dark Fantasy","dark fantasy"
1,44,"We stopped the ignorance, we killed the enemies","Dark Fantasy","dark fantasy"
1,45,"Sorry for the night demons that still visit me","Dark Fantasy","dark fantasy"
1,46,"The plan was to drink until the pain over","Dark Fantasy","dark fantasy"
1,47,"But what's worse, the pain or the hangover?","Dark Fantasy","dark fantasy"
1,48,"Fresh air, rollin' down the window","Dark Fantasy","dark fantasy"
1,49,"Too many Urkels on your team, that's why your wins low","Dark Fantasy","dark fantasy"
1,50,"Don't make me pull the toys out, huh","Dark Fantasy","dark fantasy"
1,51,"Don't make me pull the toys","Dark Fantasy","dark fantasy"
1,52,"And fire up the engines, huh","Dark Fantasy","dark fantasy"
1,53,"And then they make noise","Dark Fantasy","dark fantasy"
1,54,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,55,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,56,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,57,"At the mall, there was a seance","Dark Fantasy","dark fantasy"
1,58,"Just kids, no parents","Dark Fantasy","dark fantasy"
1,59,"Then the sky filled with herons","Dark Fantasy","dark fantasy"
1,60,"(Saw the devil) in a Chrysler LeBaron","Dark Fantasy","dark fantasy"
1,61,"And the hell, it wouldn't spare us","Dark Fantasy","dark fantasy"
1,62,"And the fires did declare us","Dark Fantasy","dark fantasy"
1,63,"But after that, took pills, kissed an heiress","Dark Fantasy","dark fantasy"
1,64,"And woke up back in Paris","Dark Fantasy","dark fantasy"
1,65,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,66,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,67,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,68,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,69,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,70,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,71,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,72,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,73,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,74,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,75,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,76,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
1,77,"Can we get much higher? So high","Dark Fantasy","dark fantasy"
1,78,"Oh, oh, oh","Dark Fantasy","dark fantasy"
1,79,"Oh, oh, oh, oh","Dark Fantasy","dark fantasy"
2,2,"Ain't no question if I want it, I need it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,3,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,4,"I'm on the edge, so why you playing? I'm saying","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,5,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,6,"Not for nothing I've foreseen it, I dream it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,7,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,8,"No more chances if you blow this, you bogus","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,9,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,10,"Penitentiary chances, the devil dances","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,11,"And eventually answers to the call of Autumn","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,12,"All of them fallin' for the love of ballin'Got caught with 30 rocks, the cop look like Alec Baldwin","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,13,"Inter-century anthems based off inner-city tantrums","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,14,"Based off the way we was branded","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,15,"Face it; Jerome get more time than Brandon","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,16,"And at the airport they check all through my bag","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,17,"And tell me that it's random","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,18,"But we stay winning, this week has been a bad massage","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,19,"I need a happy ending and a new beginning","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,20,"And a new fitted, and some job opportunities that's lucrative","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,21,"This the real world, homie, school finished","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,22,"They done stole your dreams, you dunno who did it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,23,"I treat the cash the way the government treats AIDS","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,24,"I won't be satisfied til all my niggas get it, get it?","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,25,"Ain't no question if I want it, I need it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,26,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,27,"I'm on the edge, so why you playing? I'm saying","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,28,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,29,"Is hip-hop just a euphemism for a new religion?","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,30,"The soul music of the slaves that the youth is missing","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,31,"But this is more than just my road to redemption","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,32,"Malcolm West had the whole nation standing at attention","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,33,"As long as I'm in Polo smiling, they think they got me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,34,"But they would try to crack me if they ever see a black me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,35,"I thought I chose a field where they couldn't sack me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,36,"If a nigga ain't shootin' a jump shot, running a track meet","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,37,"But this pimp is, at the top of Mount Olympus","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,38,"Ready for the World's game, this is my Olympics","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,39,"We make 'em say ho 'cause the game is so pimpish","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,40,"Choke a South Park writer with a fishstick","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,41,"I insisted to get up offa this dick","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,42,"And these drugs, niggas can't resist it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,43,"Remind me of when they tried to have Ali enlisted","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,44,"If I ever wasn't the greatest nigga, I must have missed it!","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,45,"Ain't no question if I want it, I need it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,46,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,47,"I'm on the edge, so why you playing? I'm saying","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,48,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,49,"I need more drinks and less lights","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,50,"And that American Apparel girl in just tights","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,51,"She told the director she tryna get in a school","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,52,"He said, ""Take them glasses off and get in the pool""It's been a while since I watched the tube","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,53,"'Cause like a Crip set, I got way too many blues for any more bad news","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,54,"I was looking at my resume feeling real fresh today","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,55,"They rewrite history, I don't believe in yesterday","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,56,"And what's a black Beatle anyway, a fucking roach?","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,57,"I guess that's why they got me sitting in fucking coach","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,58,"My guy said I need a different approach","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,59,"'Cause people is looking at me like I'm sniffing coke","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,60,"It's not funny anymore, try different jokes","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,61,"Tell 'em hug and kiss my ass, X and O","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,62,"And kiss the ring while they at it, do my thing while I got it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,63,"Play strings for the dramatic ending of that wack shit","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,64,"Act like I ain't had a belt in two classes","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,65,"I ain't got it I'm coming after whoever who has it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,66,"I'm coming after whoever; who has it?","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,67,"You blowin' up, that's good, fantastic","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,68,"That, y'all, it's like that, y'all","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,69,"I don't really give a fuck about it at all'Cause the same people that tried to black ball me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,70,"Forgot about two things, my black balls","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,71,"Ain't no question if I want it, I need it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,72,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,73,"I'm on the edge, so why you playing? I'm saying","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,74,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,75,"Ayo","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,76,"I done copped Timb's, lived in lenses, kid","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,77,"Armani suits, fresh fruits, Bally boots and Benzes","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,78,"Counting up, smoking, one cuff","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,79,"Live as a red Jag, a Louis bag, grabbing a blunt, fuck it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,80,"Steam about a hundred and one L's","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,81,"Kites off to jails, buying sweats, running up in Stetson","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,82,"Nigga hat game was special","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,83,"It matched every black pair of Nikes, throwing dice for decimals","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,84,"The older head, bolder head, would train a soldier head","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,85,"Make sure he right in the field, not a soldier dead","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,86,"That meant code red, bent off the black skunk","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,87,"The black dutch, back of the old shed","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,88,"If you can't live, you dying, you give or buy in","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,89,"Keep it real or keep it moving, keep grinding","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,90,"Keep shining, to every young man, this is a plan","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,91,"Learn from others like your brothers Rae and Kanye","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,92,"Not for nothing I've forseen it, I dream it","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,93,"I can feel it slowly drifting away from me","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,94,"No more chances if you blow this, you bogus","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
2,95,"I will never ever let you live this down, down, down","Gorgeous (Ft. Kid Cudi & Raekwon)","gorgeous"
3,2,"I'm living in that 21st Century, doing something mean to it","POWER","power"
3,3,"Do it better than anybody you ever seen do it","POWER","power"
3,4,"Screams from the haters, got a nice ring to it","POWER","power"
3,5,"I guess every superhero need his theme music","POWER","power"
3,6,"No one man should have all that power","POWER","power"
3,7,"The clock's ticking, I just count the hours","POWER","power"
3,8,"Stop tripping, I'm tripping off the power(21st-Century schizoid man)","POWER","power"
3,9,"The system broken, the school is closed, the prison's open","POWER","power"
3,10,"We ain't got nothing to lose, motherfucker, we rolling","POWER","power"
3,11,"Huh? Motherfucker, we rolling","POWER","power"
3,12,"With some light-skinned girls and some Kelly Rowlands","POWER","power"
3,13,"In this white man world, we the ones chosen","POWER","power"
3,14,"So goodnight, cruel world, I'll see you in the morning","POWER","power"
3,15,"Huh? I'll see you in the morning","POWER","power"
3,16,"This is way too much, I need a moment","POWER","power"
3,17,"No one man should have all that power","POWER","power"
3,18,"The clock's ticking, I just count the hours","POWER","power"
3,19,"Stop tripping, I'm tripping off the power","POWER","power"
3,20,"'Til then, fuck that, the world's ours","POWER","power"
3,21,"And they say, and they say","POWER","power"
3,22,"And they say, and they say","POWER","power"
3,23,"And they say, and they say(21st-Century schizoid man)","POWER","power"
3,24,"Fuck SNL and the whole cast","POWER","power"
3,25,"Tell them Yeezy said they can kiss my whole ass","POWER","power"
3,26,"More specifically, they can kiss my asshole","POWER","power"
3,27,"I'm an asshole? You niggas got jokes","POWER","power"
3,28,"You short-minded niggas thoughts is Napoleon","POWER","power"
3,29,"My furs is Mongolian, my ice brought the goalies in","POWER","power"
3,30,"And I embody every characteristic of the egotistic","POWER","power"
3,31,"He knows, he's so fucking gifted","POWER","power"
3,32,"I just needed time alone with my own thoughts","POWER","power"
3,33,"Got treasures in my mind but couldn't open up my own vault","POWER","power"
3,34,"My childlike creativity, purity, and honesty","POWER","power"
3,35,"Is honestly being crowded by these grown thoughts","POWER","power"
3,36,"Reality is catching up with me","POWER","power"
3,37,"Taking my inner child, I'm fighting for custody","POWER","power"
3,38,"With these responsibilities that they entrusted me","POWER","power"
3,39,"As I look down at my diamond-encrusted piece","POWER","power"
3,40,"Thinking no one man should have all that power","POWER","power"
